benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
ineqmath,ineqmath/79,79,0.9865174018220992,0.9862025820350029,0.240307843735369,0.8882656182367001,easy,0.925,0.925,0.243669858620224,-0.079471939549923
ineqmath,ineqmath/62,62,0.9862498769420244,0.9859288551848937,0.1908248361840214,0.8880218828460028,easy,0.94375,0.94375,0.1935482820900252,-0.0750390945121675
ineqmath,ineqmath/11,11,0.9849335522800191,0.9845820398205686,0.23793181802548505,0.886822611564437,easy,0.93125,0.93125,0.241657686614765,-0.0734558645519021
ineqmath,ineqmath/3,3,0.9849322913036316,0.9845807496557488,0.23920132984151765,0.8868214627196179,easy,0.91875,0.91875,0.2429473965697101,-0.0863506248476375
humanevalfix,humanevalfix/python-102,python-102,0.9848597011769828,0.9846268687433403,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-133,python-133,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-162,python-162,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-107,python-107,0.9848597011769828,0.9846268687433403,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-20,python-20,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-119,python-119,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-79,python-79,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-151,python-151,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-128,python-128,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-0,python-0,0.9848597011769828,0.9846268687433403,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
humanevalfix,humanevalfix/python-42,python-42,0.9848597011769828,0.9846268687433402,0.14769403031150102,0.9244020970819322,easy,0.95,0.95,0.15,-0.0860660780924854
ineqmath,ineqmath/49,49,0.984508974852747,0.9841476366797438,0.24325324675887194,0.8864357894300311,easy,0.9125,0.9125,0.2471714991660648,-0.091403737893894
dacode,dacode/dacode-dm-csv-047,dacode-dm-csv-047,0.9835487113468909,0.9833699028776185,0.31694051789704086,0.6120804441367175,easy,0.8625,0.8428571428571429,0.3223004049336707,-0.1160466893318259
livecodebench,livecodebench/abc325_c,abc325_c,0.9833034185382189,0.9828311895773373,0.2680355626096032,0.7462313490563841,easy,0.875,0.875,0.2727178028658928,0.0710073886445188
humanevalfix,humanevalfix/python-21,python-21,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-17,python-17,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-23,python-23,0.9830432693040793,0.982782747343023,0.23789382583746865,0.9226838056539249,easy,0.9375,0.9375,0.2420614591379635,-0.0666664559167818
humanevalfix,humanevalfix/python-24,python-24,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-25,python-25,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-161,python-161,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-16,python-16,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-135,python-135,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-148,python-148,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-147,python-147,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-146,python-146,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-138,python-138,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-137,python-137,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-136,python-136,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-29,python-29,0.9830432693040793,0.982782747343023,0.23789382583746865,0.9226838056539249,easy,0.9375,0.9375,0.2420614591379635,-0.0666664559167818
humanevalfix,humanevalfix/python-134,python-134,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-127,python-127,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-126,python-126,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-125,python-125,0.9830432693040793,0.982782747343023,0.23789382583746865,0.9226838056539249,easy,0.9375,0.9375,0.2420614591379635,-0.0666664559167818
humanevalfix,humanevalfix/python-124,python-124,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-120,python-120,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-12,python-12,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-26,python-26,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-84,python-84,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-30,python-30,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-80,python-80,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-71,python-71,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-73,python-73,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-75,python-75,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-76,python-76,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-77,python-77,0.9830432693040793,0.982782747343023,0.23789382583746865,0.9226838056539249,easy,0.9375,0.9375,0.2420614591379635,-0.0666664559167818
humanevalfix,humanevalfix/python-78,python-78,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-8,python-8,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-86,python-86,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-63,python-63,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-92,python-92,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-94,python-94,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-95,python-95,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-96,python-96,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-97,python-97,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-98,python-98,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-99,python-99,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-7,python-7,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-60,python-60,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-36,python-36,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-5,python-5,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-4,python-4,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-40,python-40,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-41,python-41,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-43,python-43,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-117,python-117,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-47,python-47,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-48,python-48,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-50,python-50,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-6,python-6,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-51,python-51,0.9830432693040793,0.982782747343023,0.23789382583746865,0.9226838056539249,easy,0.9375,0.9375,0.2420614591379635,-0.0666664559167818
humanevalfix,humanevalfix/python-52,python-52,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-53,python-53,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-54,python-54,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-56,python-56,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-57,python-57,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-59,python-59,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-44,python-44,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-61,python-61,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-100,python-100,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-110,python-110,0.9830432693040793,0.9827827473430228,0.09515753033498744,0.9226838056539247,saturated,0.975,0.975,0.0968245836551854,-0.0666664559167817
humanevalfix,humanevalfix/python-103,python-103,0.9830432693040793,0.9827827473430228,0.1903150606699749,0.9226838056539247,easy,0.95,0.95,0.1936491673103708,-0.0666664559167817
humanevalfix,humanevalfix/python-11,python-11,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-111,python-111,0.9830432693040793,0.982782747343023,0.1427362955024812,0.9226838056539249,saturated,0.9625,0.9625,0.1452368754827781,-0.0666664559167818
humanevalfix,humanevalfix/python-1,python-1,0.982828063835559,0.9825642647663685,0.19497155187831264,0.9224802275746504,easy,0.925,0.925,0.1984313483298443,-0.0975897666332999
mmmlu,mmmlu/mmmlu-pt-br-00117,mmmlu-pt-br-00117,0.9804161424930145,0.9800673767169575,0.400922732458182,0.8356172348773125,medium,0.5875,0.5875,0.4090767042988393,-0.2603595709542139
swebenchpro,swebenchpro/instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.9781222192946237,0.9772079357249015,0.37030088828262797,0.6780186590066305,easy,0.7375,0.7375,0.3789376597806029,-0.1788608974121214
ineqmath,ineqmath/65,65,0.9775218861939153,0.9769994802830367,0.23395771863659928,0.8800700234361571,easy,0.8875,0.8875,0.2394655507583502,-0.1213008306629334
kumo,kumo/relicenv-t4-a6-v1-s0,relicenv-t4-a6-v1-s0,0.9773837799449647,0.9770862597291062,0.2288213151101567,0.7646835163967907,easy,0.9125,0.9125,0.2341874249399399,-0.0964712479173911
crustbench,crustbench/crustbench-coroutine,crustbench-coroutine,0.9773594623072587,0.9767447405106775,0.2804618044490373,0.7556958170430149,easy,0.875,0.8571428571428571,0.2871393034605968,-0.1183450269723907
ineqmath,ineqmath/43,43,0.977221233290527,0.9766919233140579,0.23923968480169588,0.8797961059117345,easy,0.8999999999999999,0.8999999999999999,0.2449489742783178,-0.105409235302507
humanevalfix,humanevalfix/python-116,python-116,0.9769759359700096,0.9766233031793212,0.23891118519357654,0.9169442857664386,easy,0.9125,0.9125,0.2446298223847616,0.1187403399660827
crustbench,crustbench/crustbench-matrix-multiplication,crustbench-matrix-multiplication,0.976433022961161,0.9757934591144979,0.30572601873451394,0.7551044165962609,easy,0.8625,0.8428571428571429,0.3133101742780186,-0.1192764395284775
mmmlu,mmmlu/mmmlu-es-la-00042,mmmlu-es-la-00042,0.9763925131642227,0.9759729682306302,0.399247805328542,0.8321565322281607,medium,0.6124999999999999,0.6124999999999999,0.4090767042988393,-0.2445802208630749
ineqmath,ineqmath/91,91,0.9762596580215868,0.9757082815960781,0.19051313225288014,0.8789200381463954,easy,0.925,0.925,0.1952562418976663,-0.0991769443555561
ineqmath,ineqmath/18,18,0.9760910964778241,0.975535854179585,0.191161316176783,0.878766465836732,easy,0.93125,0.93125,0.195955192582386,-0.0905878917341765
dacode,dacode/dacode-ml-binary-001,dacode-ml-binary-001,0.9759903604097074,0.975730411064696,0.24479852366358199,0.6103339025502953,easy,0.71164425,0.6954362857142856,0.2508874591665777,-0.1227906784808761
swebenchpro,swebenchpro/instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan,0.9757553941808976,0.9747434884857388,0.3645120362315485,0.6761254768221643,easy,0.7124999999999999,0.7124999999999999,0.3739568825412898,-0.0604142288305808
humanevalfix,humanevalfix/python-113,python-113,0.9753379206738995,0.9749605204698318,0.23756849218318393,0.9153947712020679,easy,0.925,0.925,0.243669858620224,-0.0794717124548733
mmmlu,mmmlu/mmmlu-en-us-00033,mmmlu-en-us-00033,0.9753339403953117,0.97489582389648,0.38919594695342175,0.8312460592977947,medium,0.625,0.625,0.3992179855667828,-0.2425356264971149
ineqmath,ineqmath/83,83,0.9748684123849402,0.9742851491336694,0.14189464795662052,0.8776525081928866,saturated,0.95625,0.95625,0.145639752471638,-0.0775626150857665
kumo,kumo/pollutionenv-t4-a6-v1-s1,pollutionenv-t4-a6-v1-s1,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
kumo,kumo/pharmaceuticalenv-t4-a6-v1-s0,pharmaceuticalenv-t4-a6-v1-s0,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
kumo,kumo/chemicalcompoundsenv-t4-a6-v1-s0,chemicalcompoundsenv-t4-a6-v1-s0,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
kumo,kumo/mlenv-t4-a6-v1-s0,mlenv-t4-a6-v1-s0,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
kumo,kumo/martialartsenv-t4-a6-v1-s0,martialartsenv-t4-a6-v1-s0,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
kumo,kumo/detectiveenv-t4-a6-v1-s1,detectiveenv-t4-a6-v1-s1,0.974716469127634,0.9743843175045913,0.16476533410732808,0.7621569959707941,easy,0.9375,0.9375,0.1690968657308585,-0.0954328502683992
mmmlu,mmmlu/mmmlu-id-id-00079,mmmlu-id-id-00079,0.9745189247991426,0.9740665237867715,0.4074812618186975,0.8305450686243797,medium,0.6,0.6,0.4183300132670378,-0.2468853590393223
mmmlu,mmmlu/mmmlu-sw-ke-00136,mmmlu-sw-ke-00136,0.9742052772247778,0.9737473822802944,0.3968468600774033,0.8302753019777015,medium,0.5625,0.5625,0.4075460096725276,-0.2771760827884549
ineqmath,ineqmath/32,32,0.9741664479275514,0.97356711377877,0.1460350670668155,0.877012965503514,easy,0.95,0.95,0.15,-0.0860662889829764
ineqmath,ineqmath/30,30,0.9741664479275514,0.97356711377877,0.1460350670668155,0.877012965503514,easy,0.95,0.95,0.15,-0.0860662889829764
humanevalfix,humanevalfix/python-10,python-10,0.9737166115485867,0.9733147384025791,0.23841244682168097,0.9138610601866796,easy,0.9,0.9,0.2449489742783178,-0.1054090201224401
ineqmath,ineqmath/38,38,0.973508845387129,0.9728944668390569,0.1884002033842505,0.8764138398742701,easy,0.95,0.95,0.1936491673103708,-0.0666666737235443
ineqmath,ineqmath/80,80,0.973508845387129,0.9728944668390567,0.18840020338425048,0.8764138398742701,easy,0.95,0.95,0.1936491673103708,-0.0666666737235443
ineqmath,ineqmath/27,27,0.973508845387129,0.972894466839057,0.14130015253818792,0.8764138398742705,saturated,0.9625,0.9625,0.1452368754827781,-0.0666666737235443
ineqmath,ineqmath/5,5,0.973508845387129,0.972894466839057,0.23550025423031318,0.8764138398742705,easy,0.9375,0.9375,0.2420614591379635,-0.0666666737235443
ineqmath,ineqmath/40,40,0.973508845387129,0.9728944668390569,0.1884002033842505,0.8764138398742701,easy,0.95,0.95,0.1936491673103708,-0.0666666737235443
ineqmath,ineqmath/74,74,0.973508845387129,0.972894466839057,0.23550025423031318,0.8764138398742705,easy,0.9375,0.9375,0.2420614591379635,-0.0666666737235443
ineqmath,ineqmath/0,0,0.973508845387129,0.972894466839057,0.23550025423031318,0.8764138398742705,easy,0.9375,0.9375,0.2420614591379635,-0.0666666737235443
mmmlu,mmmlu/mmmlu-fr-fr-00057,mmmlu-fr-fr-00057,0.9730525834713964,0.9725745132431152,0.40375754748025316,0.8292838760783419,medium,0.6125,0.6125,0.4151430476353904,-0.2410062446859371
ineqmath,ineqmath/87,87,0.9727654536102266,0.9721340806674507,0.24173895672397722,0.8757365537649049,easy,0.90625,0.90625,0.248668328300972,-0.0973431049781455
dacode,dacode/dacode-dm-csv-012,dacode-dm-csv-012,0.972539782103062,0.9722430013881066,0.27916917821302095,0.6102176971178247,easy,0.875,0.8571428571428571,0.2871393034605968,-0.1183450379121685
quixbugs,quixbugs/quixbugs-python-find_in_sorted,quixbugs-python-find_in_sorted,0.9724213761102795,0.9715026842496521,0.3311825969086029,0.7370744321939523,easy,0.84375,0.84375,0.340897253582366,-0.1183450314732845
swebenchpro,swebenchpro/instance_navidrome__navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89,instance_navidrome__navidrome-09ae41a2da66264c60ef307882362d2e2d8d8b89,0.9723942192841956,0.9712441104838356,0.4113479670978978,0.6750010505755544,easy,0.725,0.725,0.4235268586524354,-0.1676507685852468
mmmlu,mmmlu/mmmlu-bn-bd-00013,mmmlu-bn-bd-00013,0.9723292920306371,0.9718385747515379,0.39996205161134685,0.8286617768737172,medium,0.575,0.575,0.4115519408288582,-0.1411601467262078
kumo,kumo/storageenv-t4-a6-v1-s1,storageenv-t4-a6-v1-s1,0.9721596523714136,0.9717943945486024,0.20579051358960748,0.7612053443335144,easy,0.9125,0.9125,0.2117634293262177,-0.1066867972362069
kumo,kumo/renewableenergyenv-t4-a6-v1-s1,renewableenergyenv-t4-a6-v1-s1,0.9721596523714136,0.9717943945486024,0.20579051358960748,0.7612053443335144,easy,0.9125,0.9125,0.2117634293262177,-0.1066867972362069
dacode,dacode/dacode-data-sa-055,dacode-data-sa-055,0.9719399433832622,0.9716367735330453,0.34338523260095066,0.6074347766312316,easy,0.85,0.8285714285714285,0.3534090536243708,-0.1154698228365429
ineqmath,ineqmath/7,7,0.9719273264479253,0.9712768095136419,0.23667088285529136,0.874972956557422,easy,0.925,0.925,0.243669858620224,-0.0794719288239517
ineqmath,ineqmath/8,8,0.9719273264479253,0.9712768095136419,0.23667088285529136,0.874972956557422,easy,0.925,0.925,0.243669858620224,-0.0794719288239517
kumo,kumo/herbenv-t4-a6-v1-s1,herbenv-t4-a6-v1-s1,0.971721122900246,0.9713501958142128,0.13245224560790342,0.7656890034109854,easy,0.9375,0.9375,0.1363589014329464,-0.1183450379121685
kumo,kumo/starconstellationenv-t4-a6-v1-s0,starconstellationenv-t4-a6-v1-s0,0.971721122900246,0.9713501958142131,0.13245224560790347,0.7656890034109854,easy,0.9375,0.9375,0.1363589014329464,-0.1183450379121685
